module,subsystem,language,tech_stack,bug_type,severity
analytics,backend,TypeScript,Redis,performance,critical
profile,frontend,JavaScript,Kafka,performance,critical
reporting,backend,Python,Redis,integration,critical
payment,security,Java,Kafka,concurrency,high
reporting,frontend,TypeScript,React,validation,low
profile,frontend,JavaScript,React,validation,medium
inventory,security,TypeScript,NodeJS,memory,critical
reporting,api,Java,PostgreSQL,performance,low
profile,frontend,JavaScript,React,validation,low
auth,security,Java,JWT,security,critical
database,frontend,Java,JWT,validation,low
profile,frontend,TypeScript,React,validation,low
payment,api,TypeScript,SpringBoot,integration,critical
profile,backend,Python,Redis,concurrency,high
database,database,Java,PostgreSQL,performance,high
auth,security,Java,JWT,security,critical
database,database,Python,PostgreSQL,performance,high
search,backend,TypeScript,Docker,performance,low
auth,frontend,Go,PostgreSQL,security,high
database,database,Python,PostgreSQL,performance,high
notification,security,Java,SpringBoot,logic,medium
reporting,database,Go,Docker,performance,critical
payment,backend,Python,Redis,concurrency,high
gateway,backend,Go,Kafka,concurrency,critical
search,backend,Go,Redis,performance,medium
reporting,frontend,JavaScript,React,integration,high
reporting,frontend,JavaScript,React,validation,low
database,api,TypeScript,Kafka,validation,high
auth,security,Java,JWT,security,critical
payment,backend,TypeScript,SpringBoot,security,low
auth,database,Java,Docker,memory,critical
search,frontend,TypeScript,React,validation,medium
payment,backend,Java,JWT,concurrency,critical
reporting,api,JavaScript,Kafka,validation,medium
auth,security,Java,Docker,integration,high
payment,api,TypeScript,SpringBoot,integration,critical
payment,api,Java,SpringBoot,integration,critical
database,database,Java,PostgreSQL,performance,high
auth,backend,TypeScript,SpringBoot,memory,medium
database,security,TypeScript,Kafka,memory,low
profile,frontend,TypeScript,React,validation,low
analytics,backend,Java,Kafka,concurrency,high
auth,security,Java,JWT,security,critical
database,database,Java,PostgreSQL,performance,high
search,api,Python,Docker,memory,low
auth,api,Python,Redis,memory,low
auth,security,Java,JWT,security,critical
inventory,security,Python,Docker,memory,medium
payment,api,TypeScript,SpringBoot,integration,critical
inventory,backend,Python,JWT,concurrency,low
auth,security,Java,JWT,security,critical
database,database,Java,PostgreSQL,performance,high
payment,database,Java,React,security,low
notification,database,TypeScript,React,validation,critical
database,api,TypeScript,SpringBoot,logic,medium
reporting,api,Go,Redis,performance,critical
gateway,api,Python,Redis,integration,critical
payment,frontend,Python,NodeJS,security,critical
gateway,api,Java,Docker,validation,low
reporting,backend,JavaScript,Redis,concurrency,low
profile,frontend,TypeScript,Redis,concurrency,medium
reporting,frontend,TypeScript,React,validation,low
search,frontend,JavaScript,React,validation,low
notification,backend,Go,Kafka,concurrency,critical
payment,database,Java,SpringBoot,concurrency,critical
database,database,Java,PostgreSQL,performance,high
analytics,backend,Go,Kafka,concurrency,high
payment,database,JavaScript,Redis,integration,low
notification,security,TypeScript,NodeJS,memory,medium
profile,api,JavaScript,Docker,security,medium
gateway,security,Go,Docker,performance,high
profile,frontend,JavaScript,NodeJS,logic,high
database,security,Python,SpringBoot,memory,critical
database,database,Java,PostgreSQL,performance,high
notification,frontend,JavaScript,JWT,logic,low
payment,backend,TypeScript,JWT,validation,low
payment,security,Java,JWT,performance,critical
analytics,backend,Java,Kafka,concurrency,high
inventory,database,Go,JWT,performance,medium
database,frontend,Java,SpringBoot,validation,low
reporting,frontend,TypeScript,React,validation,low
inventory,database,Java,Kafka,memory,medium
gateway,database,TypeScript,JWT,security,low
auth,api,Java,SpringBoot,memory,medium
reporting,backend,Java,SpringBoot,memory,critical
search,frontend,TypeScript,React,validation,low
gateway,backend,JavaScript,PostgreSQL,integration,low
auth,security,Java,JWT,security,critical
analytics,backend,Go,Kafka,concurrency,high
search,api,Java,Docker,concurrency,medium
payment,api,Java,SpringBoot,integration,critical
reporting,backend,Python,JWT,memory,medium
search,frontend,TypeScript,React,validation,low
analytics,backend,Java,Kafka,concurrency,high
gateway,backend,Go,Kafka,concurrency,high
inventory,frontend,JavaScript,PostgreSQL,performance,low
analytics,backend,TypeScript,Docker,security,critical
analytics,backend,Java,Kafka,concurrency,high
notification,backend,Go,Kafka,concurrency,high
analytics,api,JavaScript,NodeJS,memory,medium
database,database,Java,Redis,concurrency,medium
profile,frontend,Go,React,validation,low
profile,api,Python,Docker,concurrency,medium
database,api,Java,Kafka,security,high
auth,frontend,Python,SpringBoot,logic,medium
auth,security,Java,JWT,security,critical
payment,api,TypeScript,SpringBoot,integration,critical
reporting,security,TypeScript,JWT,integration,low
inventory,api,JavaScript,SpringBoot,memory,medium
reporting,security,Go,Redis,memory,critical
notification,database,JavaScript,SpringBoot,integration,low
search,frontend,TypeScript,React,validation,low
auth,security,Java,JWT,security,critical
payment,api,TypeScript,SpringBoot,integration,critical
inventory,api,Java,Redis,integration,low
reporting,database,Python,Kafka,concurrency,high
analytics,api,JavaScript,Docker,validation,high
gateway,backend,Go,Kafka,concurrency,critical
database,database,Python,PostgreSQL,performance,high
database,database,Python,PostgreSQL,performance,high
auth,security,Java,JWT,security,critical
profile,frontend,TypeScript,React,validation,medium
profile,frontend,TypeScript,React,validation,medium
payment,api,TypeScript,SpringBoot,integration,critical
notification,database,JavaScript,React,integration,high
database,api,Python,PostgreSQL,concurrency,high
auth,security,Java,JWT,security,critical
auth,backend,Go,Docker,memory,medium
search,database,Python,JWT,performance,high
search,frontend,JavaScript,React,validation,low
payment,api,TypeScript,SpringBoot,integration,critical
profile,database,JavaScript,JWT,concurrency,critical
profile,database,JavaScript,PostgreSQL,performance,medium
gateway,backend,Go,Kafka,concurrency,critical
auth,security,Java,JWT,security,critical
profile,frontend,TypeScript,React,validation,low
auth,security,Go,JWT,validation,critical
gateway,api,Python,React,concurrency,high
reporting,frontend,TypeScript,React,validation,low
inventory,security,TypeScript,Docker,security,high
analytics,api,JavaScript,Docker,validation,critical
gateway,frontend,Python,SpringBoot,logic,low
profile,frontend,TypeScript,React,validation,medium
database,database,Java,PostgreSQL,performance,high
auth,security,Java,JWT,security,critical
payment,api,TypeScript,SpringBoot,integration,critical
auth,security,Java,JWT,security,critical
database,security,Java,SpringBoot,memory,low
analytics,backend,Go,Kafka,concurrency,high
reporting,frontend,TypeScript,React,validation,low
payment,database,Java,PostgreSQL,concurrency,medium
inventory,backend,JavaScript,Kafka,integration,high
analytics,backend,Java,Kafka,concurrency,critical
gateway,backend,Java,React,validation,high
gateway,security,Java,React,memory,medium
database,database,Python,PostgreSQL,performance,high
payment,api,TypeScript,SpringBoot,integration,critical
notification,database,Java,Kafka,logic,critical
auth,security,Java,JWT,security,critical
auth,backend,Python,Redis,logic,low
gateway,backend,Go,Kafka,concurrency,critical
analytics,database,Python,SpringBoot,memory,critical
reporting,security,TypeScript,JWT,security,high
notification,backend,Go,Kafka,concurrency,critical
reporting,backend,Go,NodeJS,integration,high
search,security,JavaScript,PostgreSQL,memory,critical
database,security,Java,Redis,validation,medium
auth,security,Java,JWT,security,critical
notification,security,Python,React,performance,high
profile,api,Go,SpringBoot,logic,high
reporting,frontend,TypeScript,React,validation,low
auth,security,Java,JWT,security,critical
profile,backend,Python,NodeJS,logic,critical
reporting,frontend,JavaScript,React,validation,low
payment,api,Java,SpringBoot,integration,critical
analytics,backend,Go,Kafka,concurrency,critical
auth,security,Java,JWT,security,critical
database,database,Python,PostgreSQL,performance,high
notification,security,Python,Kafka,concurrency,critical
payment,database,TypeScript,JWT,memory,low
auth,api,Python,NodeJS,memory,critical
payment,frontend,Go,SpringBoot,concurrency,low
reporting,api,Go,NodeJS,logic,high
gateway,backend,Python,Kafka,logic,low
auth,security,Java,JWT,security,critical
auth,frontend,TypeScript,React,validation,critical
analytics,backend,Java,Kafka,concurrency,critical
payment,api,TypeScript,SpringBoot,integration,critical
inventory,backend,JavaScript,Redis,concurrency,low
search,frontend,TypeScript,Redis,performance,low
auth,database,TypeScript,Docker,security,low
reporting,frontend,JavaScript,React,validation,low
payment,api,TypeScript,SpringBoot,integration,critical
database,database,Python,PostgreSQL,performance,high
reporting,api,Python,JWT,memory,low
analytics,database,TypeScript,PostgreSQL,validation,medium
profile,database,TypeScript,PostgreSQL,logic,low
reporting,frontend,Java,JWT,validation,high
database,frontend,TypeScript,PostgreSQL,performance,critical
database,security,Go,Docker,logic,high
analytics,backend,Java,Kafka,concurrency,high
profile,frontend,TypeScript,React,validation,low
database,database,JavaScript,Kafka,validation,medium
gateway,backend,Java,Kafka,concurrency,high
notification,database,JavaScript,NodeJS,integration,high
inventory,database,TypeScript,Redis,performance,medium
profile,database,JavaScript,Kafka,validation,low
inventory,frontend,TypeScript,Redis,concurrency,low
search,frontend,Java,Redis,logic,low
analytics,frontend,JavaScript,Docker,integration,high
gateway,database,JavaScript,SpringBoot,validation,medium
database,database,Go,SpringBoot,integration,low
reporting,backend,Go,Redis,memory,medium
profile,api,Java,Kafka,logic,high
auth,security,Java,JWT,security,critical
gateway,frontend,Go,PostgreSQL,integration,critical
reporting,frontend,JavaScript,React,validation,medium
notification,frontend,TypeScript,NodeJS,security,critical
profile,frontend,JavaScript,React,validation,low
reporting,api,TypeScript,Docker,integration,low
search,api,JavaScript,React,memory,high
auth,backend,JavaScript,SpringBoot,logic,critical
auth,security,Java,JWT,security,critical
search,backend,TypeScript,NodeJS,memory,critical
database,database,Python,PostgreSQL,performance,high
auth,security,Java,JWT,security,critical
gateway,frontend,Java,React,security,medium
notification,database,Python,NodeJS,integration,critical
profile,database,Python,Docker,memory,low
gateway,backend,Go,Kafka,concurrency,critical
notification,backend,Go,Kafka,concurrency,high
profile,api,Go,SpringBoot,performance,medium
profile,backend,Go,SpringBoot,integration,medium
analytics,security,Go,Docker,memory,low
database,database,Java,PostgreSQL,performance,high
reporting,api,Python,Docker,memory,medium
notification,frontend,TypeScript,Docker,security,medium
auth,database,JavaScript,NodeJS,performance,critical
reporting,api,Python,Redis,validation,high
inventory,backend,Python,Redis,logic,high
notification,backend,Go,Kafka,concurrency,critical
search,api,TypeScript,PostgreSQL,security,low
inventory,api,Python,SpringBoot,memory,critical
profile,frontend,TypeScript,React,validation,low
search,database,Go,PostgreSQL,logic,high
gateway,backend,Go,Kafka,concurrency,critical
analytics,frontend,JavaScript,Docker,logic,medium
auth,frontend,Go,JWT,validation,critical
database,database,Java,PostgreSQL,performance,high
profile,database,JavaScript,PostgreSQL,performance,medium
database,security,Go,Docker,concurrency,low
reporting,frontend,Python,Docker,performance,critical
auth,backend,JavaScript,JWT,integration,low
database,security,JavaScript,JWT,integration,high
gateway,backend,Go,Kafka,concurrency,high
reporting,frontend,Python,NodeJS,security,critical
auth,database,Python,SpringBoot,integration,critical
analytics,backend,Java,Kafka,concurrency,critical
inventory,security,JavaScript,Kafka,logic,critical
database,security,Python,Kafka,validation,low
auth,security,Java,JWT,security,critical
analytics,api,TypeScript,NodeJS,validation,critical
reporting,backend,Go,Redis,integration,critical
database,api,Java,PostgreSQL,integration,critical
payment,frontend,Go,SpringBoot,performance,critical
payment,api,TypeScript,SpringBoot,integration,critical
database,database,Python,SpringBoot,concurrency,critical
auth,security,Java,JWT,security,critical
analytics,security,Java,SpringBoot,concurrency,high
notification,backend,Go,Kafka,concurrency,high
analytics,security,Java,SpringBoot,security,low
payment,security,Java,Docker,security,medium
auth,security,Java,JWT,security,critical
database,database,Python,PostgreSQL,performance,high
payment,api,Java,SpringBoot,integration,critical
database,database,Java,PostgreSQL,performance,high
auth,security,Java,JWT,security,critical
database,database,Java,PostgreSQL,performance,high
profile,frontend,TypeScript,React,validation,low
profile,frontend,Java,React,integration,critical
profile,backend,Java,Kafka,logic,medium
auth,api,Python,SpringBoot,concurrency,critical
search,frontend,Go,NodeJS,validation,critical
analytics,security,TypeScript,SpringBoot,memory,medium
search,backend,Python,Docker,validation,critical
notification,frontend,JavaScript,JWT,memory,low
gateway,database,JavaScript,SpringBoot,validation,critical
reporting,database,Go,Redis,memory,high
reporting,frontend,TypeScript,React,validation,medium
profile,database,Java,Kafka,memory,high
payment,database,TypeScript,SpringBoot,performance,low
gateway,backend,Go,Kafka,concurrency,critical
auth,security,Java,JWT,security,critical
inventory,database,Java,Redis,logic,low
payment,api,TypeScript,SpringBoot,integration,critical
analytics,frontend,JavaScript,Kafka,memory,critical
payment,api,Go,PostgreSQL,validation,medium
auth,frontend,Go,Kafka,validation,medium
gateway,api,TypeScript,Kafka,memory,low
analytics,api,Java,JWT,logic,critical
auth,database,TypeScript,React,integration,high
search,api,TypeScript,NodeJS,integration,medium
gateway,database,Java,Docker,memory,medium
notification,api,TypeScript,JWT,security,low
payment,api,Java,SpringBoot,integration,critical
payment,api,Java,SpringBoot,integration,critical
payment,backend,JavaScript,Docker,validation,high
database,database,Python,PostgreSQL,performance,high
notification,backend,Go,Kafka,concurrency,critical
analytics,security,Python,NodeJS,integration,medium
gateway,frontend,TypeScript,Redis,validation,critical
payment,api,TypeScript,SpringBoot,integration,critical
auth,security,Go,Kafka,concurrency,low
database,backend,Go,React,validation,critical
search,frontend,JavaScript,React,validation,medium
search,frontend,JavaScript,SpringBoot,memory,critical
notification,api,TypeScript,NodeJS,security,low
analytics,backend,Python,Kafka,security,medium
search,backend,Python,Redis,validation,low
inventory,backend,JavaScript,Kafka,performance,medium
notification,database,Python,Redis,memory,critical
search,database,JavaScript,Docker,performance,medium
inventory,database,Python,JWT,integration,medium
profile,backend,Java,Docker,memory,high
reporting,api,TypeScript,JWT,validation,high
gateway,security,TypeScript,Kafka,validation,medium
auth,backend,Python,JWT,logic,high
notification,api,Go,JWT,concurrency,low
payment,api,TypeScript,SpringBoot,integration,critical
reporting,security,TypeScript,JWT,integration,critical
inventory,database,Go,Docker,logic,low
analytics,api,TypeScript,Kafka,validation,high
database,database,Go,JWT,integration,medium
analytics,backend,Go,Docker,validation,medium
notification,backend,Go,Kafka,concurrency,critical
payment,security,JavaScript,Redis,validation,low
database,backend,Python,SpringBoot,logic,medium
auth,api,Python,NodeJS,logic,high
analytics,database,TypeScript,NodeJS,validation,high
auth,security,Java,JWT,security,critical
search,security,TypeScript,JWT,integration,high
analytics,backend,Java,Kafka,concurrency,high
reporting,frontend,JavaScript,React,validation,low
database,frontend,TypeScript,Kafka,performance,critical
payment,database,TypeScript,React,integration,low
gateway,frontend,TypeScript,JWT,concurrency,low
database,database,Java,PostgreSQL,performance,high
database,database,Java,PostgreSQL,performance,high
search,frontend,TypeScript,React,validation,low
database,database,Python,PostgreSQL,performance,high
inventory,frontend,Go,Redis,security,critical
profile,database,JavaScript,Redis,performance,medium
search,frontend,Java,SpringBoot,integration,low
reporting,frontend,TypeScript,React,validation,low
auth,security,Python,Redis,validation,critical
inventory,security,Python,Kafka,logic,low
profile,security,Go,JWT,validation,low
payment,api,Java,SpringBoot,integration,critical
database,backend,Go,React,logic,critical
analytics,backend,Go,Kafka,concurrency,critical
payment,api,TypeScript,SpringBoot,integration,critical
notification,frontend,TypeScript,Kafka,concurrency,medium
database,database,Java,PostgreSQL,performance,high
notification,api,Go,Docker,integration,low
profile,api,JavaScript,React,integration,critical
search,api,Java,React,integration,low
payment,security,Go,Redis,memory,critical
database,database,Java,PostgreSQL,performance,high
profile,database,TypeScript,React,concurrency,medium
database,database,Python,PostgreSQL,performance,high
analytics,database,JavaScript,SpringBoot,integration,critical
database,database,Java,PostgreSQL,performance,high
reporting,security,Python,SpringBoot,performance,medium
database,frontend,TypeScript,JWT,memory,low
reporting,frontend,JavaScript,React,integration,medium
notification,api,JavaScript,React,logic,high
payment,database,TypeScript,PostgreSQL,concurrency,critical
reporting,frontend,TypeScript,NodeJS,performance,low
auth,security,Java,JWT,security,critical
notification,database,Python,Docker,logic,high
search,security,Java,PostgreSQL,validation,medium
gateway,backend,Java,Kafka,concurrency,high
database,database,Java,PostgreSQL,performance,high
inventory,frontend,Python,JWT,concurrency,medium
payment,api,TypeScript,SpringBoot,integration,critical
analytics,backend,JavaScript,NodeJS,performance,high
payment,api,Java,SpringBoot,integration,critical
database,security,TypeScript,Docker,logic,high
reporting,frontend,JavaScript,React,validation,low
database,database,Java,PostgreSQL,performance,high
inventory,database,TypeScript,NodeJS,memory,high
gateway,api,TypeScript,React,security,high
reporting,database,JavaScript,JWT,integration,critical
gateway,backend,Java,Kafka,concurrency,high
payment,api,TypeScript,SpringBoot,integration,critical
auth,database,JavaScript,PostgreSQL,integration,high
search,frontend,JavaScript,React,validation,medium
gateway,api,Python,React,performance,low
database,database,Python,PostgreSQL,performance,high
auth,security,Java,JWT,security,critical
profile,frontend,Java,Docker,logic,low
payment,api,Java,SpringBoot,integration,critical
profile,frontend,JavaScript,JWT,security,high
analytics,api,Python,JWT,logic,critical
auth,backend,JavaScript,PostgreSQL,performance,low
inventory,api,Go,NodeJS,validation,low
reporting,backend,Python,SpringBoot,concurrency,critical
notification,security,Java,React,logic,medium
auth,security,Java,JWT,security,critical
payment,api,TypeScript,SpringBoot,integration,critical
search,api,TypeScript,PostgreSQL,integration,high
auth,security,TypeScript,Kafka,logic,critical
payment,database,Python,Redis,performance,critical
database,frontend,Go,SpringBoot,security,low
payment,database,Java,SpringBoot,performance,medium
database,database,Java,PostgreSQL,performance,high
payment,api,Go,PostgreSQL,performance,low
notification,frontend,TypeScript,Redis,performance,medium
notification,backend,Go,Kafka,concurrency,high
analytics,database,Go,NodeJS,integration,high
search,database,Java,PostgreSQL,memory,low
database,database,Go,PostgreSQL,memory,low
reporting,security,TypeScript,Docker,logic,low
gateway,backend,Java,Kafka,concurrency,critical
analytics,database,JavaScript,SpringBoot,validation,critical
analytics,frontend,Java,React,logic,low
analytics,security,JavaScript,JWT,performance,critical
analytics,backend,Java,Kafka,concurrency,high
auth,security,Java,JWT,security,critical
profile,api,JavaScript,SpringBoot,logic,high
reporting,frontend,JavaScript,React,validation,medium
database,database,Python,NodeJS,performance,medium
database,database,Python,SpringBoot,concurrency,critical
notification,backend,Java,Kafka,concurrency,critical
payment,api,Java,SpringBoot,integration,critical
gateway,backend,Python,SpringBoot,security,critical
auth,security,Java,JWT,security,critical
gateway,backend,Go,Kafka,concurrency,critical
notification,database,TypeScript,NodeJS,integration,high
search,security,Go,NodeJS,integration,low
reporting,frontend,JavaScript,React,validation,medium
gateway,backend,Go,SpringBoot,integration,medium
auth,backend,TypeScript,SpringBoot,integration,critical
auth,database,TypeScript,NodeJS,logic,high
database,security,Java,React,concurrency,low
payment,api,TypeScript,SpringBoot,integration,critical
reporting,api,JavaScript,Docker,concurrency,high
auth,security,Java,JWT,security,critical
gateway,frontend,Python,React,integration,medium
inventory,api,Go,React,integration,high
database,database,Python,PostgreSQL,performance,high
reporting,security,Go,Kafka,concurrency,critical
gateway,backend,Java,Kafka,concurrency,critical
notification,frontend,JavaScript,SpringBoot,logic,medium
auth,database,Go,Docker,validation,medium
reporting,api,Python,Redis,performance,critical
notification,database,JavaScript,Redis,integration,critical
payment,frontend,JavaScript,SpringBoot,integration,critical
search,frontend,TypeScript,React,validation,medium
